id,canonical_key,title,identifier,primary_url,kind,evidence_level,verification_scope,supported_claim_and_limit,source_record,source_line,recorded_at,record_text
H072,10.1016/j.aiia.2026.04.010,"Zhang et al. *Design and implementation of a compact fresh tea-leaf sorting system for integrated harvesting–sorting equipment in hilly mountainous tea garden*. Artificial Intelligence in Agriculture, 2026. DOI: 10.1016/j.aiia.2026.04.010。出版商",10.1016/j.aiia.2026.04.010,https://www.sciencedirect.com/science/article/pii/S2589721726000425,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J05,43,2026-09-05,"| J05 | Zhang et al. *Design and implementation of a compact fresh tea-leaf sorting system for integrated harvesting–sorting equipment in hilly mountainous tea garden*. Artificial Intelligence in Agriculture, 2026. DOI: 10.1016/j.aiia.2026.04.010。[出版商](https://www.sciencedirect.com/science/article/pii/S2589721726000425) | S | 出版商检索片段明确提出通过区域跟踪和增长改善跨图像边界叶片识别的动态 ROI。属于采后鲜叶分选，不能据此判定在树主动分级已被完整覆盖；但“茶叶动态 ROI”不是空白。正文获取受限，网络结构与量化性能不在本报告中转述。 |"
H073,10.4081/jae.2025.1637,Wang et al. *Automated tea shoot picking using the YOLO network and Mamba images segmentation for top-view detection with a monocular camera*. Journal of Agricultural Engineering，2025 年在线，2026 年卷期。DOI: 10.4081/jae.2025.1637。原始摘要,10.4081/jae.2025.1637,https://www.agroengineering.org/jae/article/view/1637,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J06,44,2026-09-05,| J06 | Wang et al. *Automated tea shoot picking using the YOLO network and Mamba images segmentation for top-view detection with a monocular camera*. Journal of Agricultural Engineering，2025 年在线，2026 年卷期。DOI: 10.4081/jae.2025.1637。[原始摘要](https://www.agroengineering.org/jae/article/view/1637) | A | 明确采用 YOLO 找茶梢、裁剪单梢、Mamba 分割、定位并驱动末端；上下运动使用红外传感反馈。其试验为模拟茶园环境。不能再把“检测—裁剪—精分割—机械动作”整体当作新框架。 |
H074,10.3390/agriculture11020128,"Zhu et al. *Deviation Tolerance Performance Evaluation and Experiment of Picking End Effector for Famous Tea*. Agriculture, 2021, 11(2), 128. DOI: 10.3390/agriculture11020128。出版商",10.3390/agriculture11020128,https://www.mdpi.com/2077-0472/11/2/128,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J07,45,2026-09-05,"| J07 | Zhu et al. *Deviation Tolerance Performance Evaluation and Experiment of Picking End Effector for Famous Tea*. Agriculture, 2021, 11(2), 128. DOI: 10.3390/agriculture11020128。[出版商](https://www.mdpi.com/2077-0472/11/2/128) | S | 直接研究负压引导采摘末端和偏差容忍评价。机械创新需要落实为具体结构差异和实体对比；这篇不是后文列出的撤稿论文。 |"
H075,10.1177/0278364911436082,"Dahmouche et al. *Dynamic visual servoing from sequential regions of interest acquisition*. The International Journal of Robotics Research, 2012, 31(4), 520–537. DOI: 10.1177/0278364911436082。原始摘要",10.1177/0278364911436082,https://journals.sagepub.com/doi/10.1177/0278364911436082,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J08,51,2026-09-05,"| J08 | Dahmouche et al. *Dynamic visual servoing from sequential regions of interest acquisition*. The International Journal of Robotics Research, 2012, 31(4), 520–537. DOI: 10.1177/0278364911436082。[原始摘要](https://journals.sagepub.com/doi/10.1177/0278364911436082) | A | 用包含视觉特征的 ROI 顺序采集支持动态视觉伺服，处理采样频率和处理时延问题，包含高速并联机器人实验。其采集层机制与普通整帧拍摄后软件裁剪不同，但“ROI＋视觉闭环＋减时延”已有明确前例。 |"
H076,10.1109/access.2021.3086499,"Chen et al. *Closed-Loop Region of Interest Enabling High Spatial and Temporal Resolutions in Object Detection and Tracking via Wireless Camera*. IEEE Access, 2021, 9, 87340–87350. DOI: 10.1109/ACCESS.2021.3086499。IEEE；作者机构存档",10.1109/ACCESS.2021.3086499,https://ieeexplore.ieee.org/document/9454528)；[作者机构存档](https://dspace.mit.edu/handle/1721.1/139785,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J09,52,2026-09-05,"| J09 | Chen et al. *Closed-Loop Region of Interest Enabling High Spatial and Temporal Resolutions in Object Detection and Tracking via Wireless Camera*. IEEE Access, 2021, 9, 87340–87350. DOI: 10.1109/ACCESS.2021.3086499。[IEEE](https://ieeexplore.ieee.org/document/9454528)；[作者机构存档](https://dspace.mit.edu/handle/1721.1/139785) | S | 题名与原始索引明确覆盖闭环 ROI、实时跟踪反馈和无线相机采集；还考虑宽视场扫描。用户的有线/本地推理条件可能不同，但不能主张首次闭环 ROI。机构全文本次访问受限。 |"
H077,10.1109/tro.2014.2320795,"Atanasov et al. *Nonmyopic View Planning for Active Object Classification and Pose Estimation*. IEEE Transactions on Robotics, 2014, 30(5), 1078–1090. DOI: 10.1109/TRO.2014.2320795。作者全文",10.1109/TRO.2014.2320795,https://existentialrobotics.org/ref/Atanasov_ActiveObjectRecognition_TRO14.pdf,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J10,53,2026-09-05,"| J10 | Atanasov et al. *Nonmyopic View Planning for Active Object Classification and Pose Estimation*. IEEE Transactions on Robotics, 2014, 30(5), 1078–1090. DOI: 10.1109/TRO.2014.2320795。[作者全文](https://existentialrobotics.org/ref/Atanasov_ActiveObjectRecognition_TRO14.pdf) | F | 联合选择视点序列、停止时间及分类/姿态假设，权衡移动代价和误判代价。正文 VI 节及式 (2) 明确包含继续观察与停止决策。其对象和观察模型不同，但“有限视点＋反馈选视点＋停止”已被直接覆盖。 |"
H078,10.1109/tpami.2018.2840991,"Jayaraman and Grauman. *End-to-End Policy Learning for Active Visual Categorization*. IEEE Transactions on Pattern Analysis and Machine Intelligence, 2019，在线版本 2018。DOI: 10.1109/TPAMI.2018.2840991。出版商；作者全文",10.1109/TPAMI.2018.2840991,https://www.computer.org/10.1109/TPAMI.2018.2840991)；[作者全文](https://www.engineering.upenn.edu/~dineshj/publication/jayaraman-2018-end/jayaraman-2018-end.pdf,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J11,54,2026-09-05,"| J11 | Jayaraman and Grauman. *End-to-End Policy Learning for Active Visual Categorization*. IEEE Transactions on Pattern Analysis and Machine Intelligence, 2019，在线版本 2018。DOI: 10.1109/TPAMI.2018.2840991。[出版商](https://www.computer.org/10.1109/TPAMI.2018.2840991)；[作者全文](https://www.engineering.upenn.edu/~dineshj/publication/jayaraman-2018-end/jayaraman-2018-end.pdf) | A | 主动视觉分类已研究感知、跨视图证据整合和观测行动的联合学习。换成强化学习或端到端策略不自动产生新的选题空间。 |"
H079,10.3390/s26010291,"Zhang et al. *Occlusion Avoidance for Harvesting Robots: A Lightweight Active Perception Model*. Sensors, 2026, 26(1), 291. DOI: 10.3390/s26010291。出版商；PMC 全文",10.3390/s26010291,https://www.mdpi.com/1424-8220/26/1/291)；[PMC,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J12,55,2026-09-05,"| J12 | Zhang et al. *Occlusion Avoidance for Harvesting Robots: A Lightweight Active Perception Model*. Sensors, 2026, 26(1), 291. DOI: 10.3390/s26010291。[出版商](https://www.mdpi.com/1424-8220/26/1/291)；[PMC 全文](https://pmc.ncbi.nlm.nih.gov/articles/PMC12788279/) | A | 已有轻量感知与采摘遮挡规避的农业主动视觉工作，研究对象为果实。不能把“农业遮挡时移动相机”当作新颖点；茶芽同梢结构和等级判据需要单独提出。 |"
H080,10.1007/s10846-025-02292-7,"Zhang, Yao and Qian. *Event-Triggered Nonlinear Visual Predictive Control Strategy for Robots*. Journal of Intelligent & Robotic Systems, 2025, 111, 80. DOI: 10.1007/s10846-025-02292-7。原始摘要及 PDF 入口",10.1007/s10846-025-02292-7,https://link.springer.com/article/10.1007/s10846-025-02292-7,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J13,56,2026-09-05,"| J13 | Zhang, Yao and Qian. *Event-Triggered Nonlinear Visual Predictive Control Strategy for Robots*. Journal of Intelligent & Robotic Systems, 2025, 111, 80. DOI: 10.1007/s10846-025-02292-7。[原始摘要及 PDF 入口](https://link.springer.com/article/10.1007/s10846-025-02292-7) | A | 已有事件触发非线性视觉预测控制，涉及视场、关节和运动约束及计算负担。该论文触发控制律/优化，不能直接等同于触发检测网络；新方案必须说明节省的是哪部分计算及其闭环后果。 |"
H081,10.1016/j.jii.2025.100933,"Tang et al. *A real-time perception–motion codesign method for image-based visual servoing in embodied intelligence systems*. Journal of Industrial Information Integration, 2025, 48, 100933. DOI: 10.1016/j.jii.2025.100933。出版商",10.1016/j.jii.2025.100933,https://www.sciencedirect.com/science/article/pii/S2452414X25001566,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J14,57,2026-09-05,"| J14 | Tang et al. *A real-time perception–motion codesign method for image-based visual servoing in embodied intelligence systems*. Journal of Industrial Information Integration, 2025, 48, 100933. DOI: 10.1016/j.jii.2025.100933。[出版商](https://www.sciencedirect.com/science/article/pii/S2452414X25001566) | M | 题名直接涉及感知—运动协同设计，是控制方向定题前必须取得全文的近邻。此次访问受限，不据题名推断其具体 ROI、时延或触发机制，也不单凭它判定方案完全重复。 |"
H082,10.3390/agronomy15102355,"*Lightweight Multi-View Fusion Network for Non-Destructive Chlorophyll and Nitrogen Content Estimation in Tea Leaves Using Front and Back RGB Images*. Agronomy, 2025. DOI: 10.3390/agronomy15102355。出版商",10.3390/agronomy15102355,https://www.mdpi.com/2073-4395/15/10/2355,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J15,63,2026-09-05,"| J15 | *Lightweight Multi-View Fusion Network for Non-Destructive Chlorophyll and Nitrogen Content Estimation in Tea Leaves Using Front and Back RGB Images*. Agronomy, 2025. DOI: 10.3390/agronomy15102355。[出版商](https://www.mdpi.com/2073-4395/15/10/2355) | S | 正反面 RGB 融合估计叶绿素/氮含量；不是在树芽叶形态分级的在线视点策略。只说明“茶叶多视图融合”已有邻近研究。 |"
H083,10.1016/j.compag.2026.111618,"*Multi-view multi-task deep neural network for effective tea classification and quantitative flavor factor evaluation*. Computers and Electronics in Agriculture, 2026. DOI: 10.1016/j.compag.2026.111618。出版商",10.1016/j.compag.2026.111618,https://www.sciencedirect.com/science/article/abs/pii/S0168169926002139,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J16,64,2026-09-05,"| J16 | *Multi-view multi-task deep neural network for effective tea classification and quantitative flavor factor evaluation*. Computers and Electronics in Agriculture, 2026. DOI: 10.1016/j.compag.2026.111618。[出版商](https://www.sciencedirect.com/science/article/abs/pii/S0168169926002139) | S | 茶分类与风味因子评价，任务和输入视图语义不同；不能据关键词 multi-view、tea、classification 宣称完整覆盖本项目。 |"
H084,10.3390/agriculture16060704,"*Rapid Extraction of Tea Bud Phenotypic Parameters ‘In Situ’ Combining Key Point Recognition and Depth Image Fusion*. Agriculture, 2026, 16(6), 704. DOI: 10.3390/agriculture16060704。出版商",10.3390/agriculture16060704,https://www.mdpi.com/2077-0472/16/6/704,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::J17,65,2026-09-05,"| J17 | *Rapid Extraction of Tea Bud Phenotypic Parameters ‘In Situ’ Combining Key Point Recognition and Depth Image Fusion*. Agriculture, 2026, 16(6), 704. DOI: 10.3390/agriculture16060704。[出版商](https://www.mdpi.com/2077-0472/16/6/704) | S | 原位茶芽关键点与深度融合已有表型测量应用。对“加深度、量尺寸”的新颖性构成近邻，但不能推断已实现主动分级闭环。 |"
H085,https://openaccess.thecvf.com/content_ICCV_2019/html/Najibi_AutoFocus_Efficient_Multi-Scale_Inference_ICCV_2019_paper.html,"Najibi et al. *AutoFocus: Efficient Multi-Scale Inference*. ICCV, 2019。CVF 官方论文",,https://openaccess.thecvf.com/content_ICCV_2019/html/Najibi_AutoFocus_Efficient_Multi-Scale_Inference_ICCV_2019_paper.html,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::C01,71,2026-09-05,"| C01 | Najibi et al. *AutoFocus: Efficient Multi-Scale Inference*. ICCV, 2019。[CVF 官方论文](https://openaccess.thecvf.com/content_ICCV_2019/html/Najibi_AutoFocus_Efficient_Multi-Scale_Inference_ICCV_2019_paper.html) | A | 先粗看，再选择区域做细尺度推理。只做粗检测后裁剪放大，难以构成新方法。 |"
H086,https://proceedings.mlsys.org/paper_files/paper/2019/hash/b3ac5aacb06c91fda1af776a677100ab-Abstract.html,"Chin et al. *AdaScale: Towards Real-time Video Object Detection using Adaptive Scaling*. MLSys, 2019。官方论文集",,https://proceedings.mlsys.org/paper_files/paper/2019/hash/b3ac5aacb06c91fda1af776a677100ab-Abstract.html,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::C02,72,2026-09-05,"| C02 | Chin et al. *AdaScale: Towards Real-time Video Object Detection using Adaptive Scaling*. MLSys, 2019。[官方论文集](https://proceedings.mlsys.org/paper_files/paper/2019/hash/b3ac5aacb06c91fda1af776a677100ab-Abstract.html) | A | 根据视频信息自适应选择输入尺度。ROI 方案若同时改变分辨率，应与这种计算分配思路比较。 |"
H087,10.1145/3447993.3483274,"Jiang et al. *Flexible High-resolution Object Detection on Edge Devices with Tunable Latency*（Remix）. MobiCom, 2021. DOI: 10.1145/3447993.3483274。作者机构",10.1145/3447993.3483274,https://www.microsoft.com/en-us/research/publication/flexible-high-resolution-object-detection-on-edge-devices-with-tunable-latency/,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::C03,73,2026-09-05,"| C03 | Jiang et al. *Flexible High-resolution Object Detection on Edge Devices with Tunable Latency*（Remix）. MobiCom, 2021. DOI: 10.1145/3447993.3483274。[作者机构](https://www.microsoft.com/en-us/research/publication/flexible-high-resolution-object-detection-on-edge-devices-with-tunable-latency/) | A | 延迟预算下的区域划分与检测计算配置已有研究。新方案需要证明超出一般的预算分配与分块推理。 |"
H088,10.1109/iccps61052.2024.00035,"*Achieving Real-time Visual Tracking with Low-Cost Edge AI*. ICCPS, 2024. DOI: 10.1109/ICCPS61052.2024.00035。IEEE",10.1109/ICCPS61052.2024.00035,https://ieeexplore.ieee.org/document/10571650/,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::C04,74,2026-09-05,"| C04 | *Achieving Real-time Visual Tracking with Low-Cost Edge AI*. ICCPS, 2024. DOI: 10.1109/ICCPS61052.2024.00035。[IEEE](https://ieeexplore.ieee.org/document/10571650/) | S | 低成本边缘视觉跟踪已有直接近邻，检索发现其涉及自适应 ROI。具体算法和篇幅应取得作者稿再定量比较，不用题名保证部署结果。 |"
H089,https://arxiv.org/abs/2608.23923,*ROI-Gated SAHI: Content-Adaptive Slicing-Based Inference for Efficient Object Detection*. arXiv:2608.23923，2026-08-25。原文,,https://arxiv.org/abs/2608.23923,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::P01,80,2026-09-05,| P01 | *ROI-Gated SAHI: Content-Adaptive Slicing-Based Inference for Efficient Object Detection*. arXiv:2608.23923，2026-08-25。[原文](https://arxiv.org/abs/2608.23923) | A | 前景候选限制切片细化，并采用路由策略。其摘要也报告固定 ROI 门控在所测完整数据上并非总能提速。属于近期预印本，不能称成熟 SCI 证据；可提醒本项目检验候选生成开销和场景稠密度。 |
H090,https://arxiv.org/abs/2602.06834,*Perception-Control Coupled Visual Servoing for Textureless Objects Using Keypoint-Based EKF*. arXiv:2602.06834，2026-02。原文,,https://arxiv.org/abs/2602.06834,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::P02,81,2026-09-05,| P02 | *Perception-Control Coupled Visual Servoing for Textureless Objects Using Keypoint-Based EKF*. arXiv:2602.06834，2026-02。[原文](https://arxiv.org/abs/2602.06834) | A | 已将关键点、EKF、相机运动反馈和不确定性感知控制结合。仅添加 EKF/协方差难以形成新颖点；其刚性物体任务与非刚性茶芽要明确区分。 |
H091,https://arxiv.org/abs/2607.26921,*From Keypoints to Predictive Distributions: Post-Hoc Uncertainty for YOLO-Pose Models*. arXiv:2607.26921，2026-07-29。原文,,https://arxiv.org/abs/2607.26921,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::P03,82,2026-09-05,| P03 | *From Keypoints to Predictive Distributions: Post-Hoc Uncertainty for YOLO-Pose Models*. arXiv:2607.26921，2026-07-29。[原文](https://arxiv.org/abs/2607.26921) | A | 为 YOLO-Pose 增加并校准空间预测分布已有近期公开工作。“关键点带不确定性”本身不是充分创新。 |
H092,10.1002/jsfa.13987,Zhang et al. *Research on the Tender Leaf Identification and Mechanically Perceptible Plucking Finger for High-quality Green Tea*. 作者公开稿 arXiv:2405.05500，2024；记录关联 DOI: 10.1002/jsfa.13987。作者公开稿,10.1002/jsfa.13987,https://arxiv.org/abs/2405.05500,historical_record,HISTORY,历史报告原条目迁移；具体F/A/S等与范围见record_text，本次不自动升级核查深度,,archive/reports/tea_vision_novelty_audit_2026-09-05.md::P04,83,2026-09-05,| P04 | Zhang et al. *Research on the Tender Leaf Identification and Mechanically Perceptible Plucking Finger for High-quality Green Tea*. 作者公开稿 arXiv:2405.05500，2024；记录关联 DOI: 10.1002/jsfa.13987。[作者公开稿](https://arxiv.org/abs/2405.05500) | A | 已结合嫩叶识别、有限元确定夹指/应变片设计和夹持力反馈。不能把“视觉＋柔性夹指＋力反馈”独立当作新贡献。本次未取得关联期刊页面，故不自行填写该期刊版本年份、卷期或入藏状态。 |
L001,10.3390/s25237219,Impedance Control Method for Tea-Picking Robotic Dexterous Hand Based on WOA-KAN,10.3390/s25237219,https://www.mdpi.com/1424-8220/25/23/7219,journal,F,复核出版社提供的全文副本第3.4.1节和表4；平台组成、引用的视觉研究与110/94/89计数,有视觉平台背景及采摘/力控实验；统计不能证明自主区域发现、主动补扫和终止,literature/current_sources.json::L001,,2026-09-06,"{""id"": ""L001"", ""title"": ""Impedance Control Method for Tea-Picking Robotic Dexterous Hand Based on WOA-KAN"", ""identifier"": ""10.3390/s25237219"", ""primary_url"": ""https://www.mdpi.com/1424-8220/25/23/7219"", ""alternate_url"": ""https://www.researchgate.net/publication/398014862_Impedance_Control_Method_for_Tea-Picking_Robotic_Dexterous_Hand_Based_on_WOA-KAN"", ""kind"": ""journal"", ""evidence_level"": ""F"", ""verification_scope"": ""复核出版社提供的全文副本第3.4.1节和表4；平台组成、引用的视觉研究与110/94/89计数"", ""supported_claim_and_limit"": ""有视觉平台背景及采摘/力控实验；统计不能证明自主区域发现、主动补扫和终止"", ""recorded_at"": ""2026-09-06""}"
L002,10.1016/j.compag.2025.110266,Multiple object tracking with multi-view active vision to effectively find plant nodes in a cluttered tomato greenhouse,10.1016/j.compag.2025.110266,https://research.wur.nl/en/publications/multiple-object-tracking-with-multi-view-active-vision-to-effecti/,journal,A,作者机构摘要；10株自然温室植株、预定视点与MOT/MAV组合比较,主动换视点提高植物节点发现已有实证；PCO和召回分母/停止规则须进一步正文对照,literature/current_sources.json::L002,,2026-09-06,"{""id"": ""L002"", ""title"": ""Multiple object tracking with multi-view active vision to effectively find plant nodes in a cluttered tomato greenhouse"", ""identifier"": ""10.1016/j.compag.2025.110266"", ""primary_url"": ""https://research.wur.nl/en/publications/multiple-object-tracking-with-multi-view-active-vision-to-effecti/"", ""alternate_url"": ""https://edepot.wur.nl/691019"", ""kind"": ""journal"", ""evidence_level"": ""A"", ""verification_scope"": ""作者机构摘要；10株自然温室植株、预定视点与MOT/MAV组合比较"", ""supported_claim_and_limit"": ""主动换视点提高植物节点发现已有实证；PCO和召回分母/停止规则须进一步正文对照"", ""recorded_at"": ""2026-09-06""}"
L003,arxiv:2412.10515,Active Semantic Mapping with Mobile Manipulator in Horticultural Environments,arXiv:2412.10515,https://arxiv.org/html/2412.10515v1,preprint,F,作者全文III和IV；概率语义地图、初扫、聚类、视点收益、实物演示,初扫概率云几何选视点框架已有；表面覆盖不等于对象级发现率；按所读预印本版本记录,literature/current_sources.json::L003,,2026-09-06,"{""id"": ""L003"", ""title"": ""Active Semantic Mapping with Mobile Manipulator in Horticultural Environments"", ""identifier"": ""arXiv:2412.10515"", ""primary_url"": ""https://arxiv.org/html/2412.10515v1"", ""alternate_url"": ""https://github.com/jrcuaranv/nbv_planning"", ""kind"": ""preprint"", ""evidence_level"": ""F"", ""verification_scope"": ""作者全文III和IV；概率语义地图、初扫、聚类、视点收益、实物演示"", ""supported_claim_and_limit"": ""初扫概率云几何选视点框架已有；表面覆盖不等于对象级发现率；按所读预印本版本记录"", ""recorded_at"": ""2026-09-06""}"
L004,10.3390/s24216777,Vision-Based Localization Method for Picking Points in Tea-Harvesting Robots,10.3390/s24216777,https://www.mdpi.com/1424-8220/24/21/6777,journal,A,历史原始摘要及本轮引用链核对,远景ROI、近景茎分割及深度定位已有；定位成功不是区域采净,literature/current_sources.json::L004,,2026-09-06,"{""id"": ""L004"", ""title"": ""Vision-Based Localization Method for Picking Points in Tea-Harvesting Robots"", ""identifier"": ""10.3390/s24216777"", ""primary_url"": ""https://www.mdpi.com/1424-8220/24/21/6777"", ""alternate_url"": ""https://pubmed.ncbi.nlm.nih.gov/39517674/"", ""kind"": ""journal"", ""evidence_level"": ""A"", ""verification_scope"": ""历史原始摘要及本轮引用链核对"", ""supported_claim_and_limit"": ""远景ROI、近景茎分割及深度定位已有；定位成功不是区域采净"", ""recorded_at"": ""2026-09-06""}"
L005,10.1016/j.biosystemseng.2024.09.018,Semantics-aware next-best-view planning for efficient search and detection of task-relevant plant parts,10.1016/j.biosystemseng.2024.09.018,https://www.sciencedirect.com/science/article/pii/S1537511024002204,journal,HISTORY,既有报告R10原始/作者摘要核查；本次迁移,任务相关植物部位主动搜索已有；补查未知目标探索与真值/成本字段,literature/current_sources.json::L005,,2026-09-06,"{""id"": ""L005"", ""title"": ""Semantics-aware next-best-view planning for efficient search and detection of task-relevant plant parts"", ""identifier"": ""10.1016/j.biosystemseng.2024.09.018"", ""primary_url"": ""https://www.sciencedirect.com/science/article/pii/S1537511024002204"", ""alternate_url"": ""https://arxiv.org/abs/2306.09801"", ""kind"": ""journal"", ""evidence_level"": ""HISTORY"", ""verification_scope"": ""既有报告R10原始/作者摘要核查；本次迁移"", ""supported_claim_and_limit"": ""任务相关植物部位主动搜索已有；补查未知目标探索与真值/成本字段"", ""recorded_at"": ""2026-09-06""}"
L006,10.3389/fpls.2026.1739203,TeaNeRF: an integrated 3D visual perception pipeline for tea bud harvesting,10.3389/fpls.2026.1739203,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1739203/full,journal,HISTORY,既有报告相关全文段落核查；本次迁移,多视角茶芽三维感知、计数、候选点已有；不是完整动态采摘闭环,literature/current_sources.json::L006,,2026-09-06,"{""id"": ""L006"", ""title"": ""TeaNeRF: an integrated 3D visual perception pipeline for tea bud harvesting"", ""identifier"": ""10.3389/fpls.2026.1739203"", ""primary_url"": ""https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1739203/full"", ""alternate_url"": """", ""kind"": ""journal"", ""evidence_level"": ""HISTORY"", ""verification_scope"": ""既有报告相关全文段落核查；本次迁移"", ""supported_claim_and_limit"": ""多视角茶芽三维感知、计数、候选点已有；不是完整动态采摘闭环"", ""recorded_at"": ""2026-09-06""}"
L007,10.3389/fpls.2026.1786144,Tea bud pose estimation and grading detection network based on improved YOLOv7,10.3389/fpls.2026.1786144,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1786144/full,journal,HISTORY,历史报告记录全文标注规则；本次未重新逐段读取,结构关键点/分级已有；严重遮挡标注排除规则不能外推成区域无漏检,literature/current_sources.json::L007,,2026-09-06,"{""id"": ""L007"", ""title"": ""Tea bud pose estimation and grading detection network based on improved YOLOv7"", ""identifier"": ""10.3389/fpls.2026.1786144"", ""primary_url"": ""https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2026.1786144/full"", ""alternate_url"": """", ""kind"": ""journal"", ""evidence_level"": ""HISTORY"", ""verification_scope"": ""历史报告记录全文标注规则；本次未重新逐段读取"", ""supported_claim_and_limit"": ""结构关键点/分级已有；严重遮挡标注排除规则不能外推成区域无漏检"", ""recorded_at"": ""2026-09-06""}"
L008,10.1016/j.compag.2025.110441,Kinetostatic modeling of clamping force in a tendon-driven soft robotic gripper for tea shoot plucking,10.1016/j.compag.2025.110441,https://www.sciencedirect.com/science/article/pii/S0168169925005472,journal,S,出版方检索索引中的摘要和Highlights,300次田间试验94.33%采摘成功；不是全区域视觉发现或等级正确率,literature/current_sources.json::L008,,2026-09-06,"{""id"": ""L008"", ""title"": ""Kinetostatic modeling of clamping force in a tendon-driven soft robotic gripper for tea shoot plucking"", ""identifier"": ""10.1016/j.compag.2025.110441"", ""primary_url"": ""https://www.sciencedirect.com/science/article/pii/S0168169925005472"", ""alternate_url"": """", ""kind"": ""journal"", ""evidence_level"": ""S"", ""verification_scope"": ""出版方检索索引中的摘要和Highlights"", ""supported_claim_and_limit"": ""300次田间试验94.33%采摘成功；不是全区域视觉发现或等级正确率"", ""recorded_at"": ""2026-09-06""}"
L009,10.1155/sec/9829724,RETRACTION: Intelligent Tea-Picking System Based on Active Computer Vision and Internet of Things,10.1155/sec/9829724,https://onlinelibrary.wiley.com/doi/10.1155/sec/9829724,retraction_notice,RETRACTED,出版商撤稿通知题名、日期和原论文关联核对,2025-08-12撤稿；原2021工作不可作可靠茶园实证；不能因此主张概念首次,literature/current_sources.json::L009,,2026-09-06,"{""id"": ""L009"", ""title"": ""RETRACTION: Intelligent Tea-Picking System Based on Active Computer Vision and Internet of Things"", ""identifier"": ""10.1155/sec/9829724"", ""primary_url"": ""https://onlinelibrary.wiley.com/doi/10.1155/sec/9829724"", ""alternate_url"": ""https://onlinelibrary.wiley.com/doi/10.1155/2021/5302783"", ""kind"": ""retraction_notice"", ""evidence_level"": ""RETRACTED"", ""verification_scope"": ""出版商撤稿通知题名、日期和原论文关联核对"", ""supported_claim_and_limit"": ""2025-08-12撤稿；原2021工作不可作可靠茶园实证；不能因此主张概念首次"", ""recorded_at"": ""2026-09-06""}"
